Gene stable ID	Human gene stable ID	Human homology type
ENSPANG00000026857		
ENSPANG00000041107		
ENSPANG00000021435	ENSG00000164756	ortholog_one2one
ENSPANG00000025341	ENSG00000104814	ortholog_one2one
ENSPANG00000013019		
ENSPANG00000002670	ENSG00000130304	ortholog_one2one
ENSPANG00000038886		
ENSPANG00000047377		
ENSPANG00000021932	ENSG00000136011	ortholog_one2one
ENSPANG00000004445	ENSG00000131351	ortholog_one2one
ENSPANG00000020766	ENSG00000198399	ortholog_one2one
ENSPANG00000043789		
ENSPANG00000042284		
ENSPANG00000046230		
ENSPANG00000048396		
ENSPANG00000022898	ENSG00000002919	ortholog_one2one
ENSPANG00000050475		
ENSPANG00000050897	ENSG00000137871	ortholog_one2many
ENSPANG00000007190	ENSG00000111012	ortholog_one2one
ENSPANG00000034306	ENSG00000267855	ortholog_one2one
ENSPANG00000040753		
ENSPANG00000042976		
ENSPANG00000019458	ENSG00000167535	ortholog_one2one
ENSPANG00000040307		
ENSPANG00000003073		
ENSPANG00000013922		
ENSPANG00000037551		
ENSPANG00000047980		
ENSPANG00000045604		
ENSPANG00000018722		
ENSPANG00000038373		
ENSPANG00000021816	ENSG00000204020	ortholog_one2one
ENSPANG00000050217		
ENSPANG00000034645	ENSG00000143549	ortholog_one2many
ENSPANG00000049313		
ENSPANG00000010861	ENSG00000173120	ortholog_one2one
ENSPANG00000043997		
ENSPANG00000037139		
ENSPANG00000050137		
ENSPANG00000036143		
ENSPANG00000030169		
ENSPANG00000002080	ENSG00000276788	ortholog_one2one
ENSPANG00000009892	ENSG00000102755	ortholog_one2one
ENSPANG00000022882	ENSG00000216937	ortholog_one2one
ENSPANG00000040775		
ENSPANG00000000204		
ENSPANG00000038657		
ENSPANG00000006025	ENSG00000206775	ortholog_one2one
ENSPANG00000026881		
ENSPANG00000013954	ENSG00000165496	ortholog_one2one
ENSPANG00000040895		
ENSPANG00000046665		
ENSPANG00000043692		
ENSPANG00000002674	ENSG00000137642	ortholog_one2one
ENSPANG00000048136		
ENSPANG00000049168	ENSG00000182798	ortholog_one2one
ENSPANG00000023089	ENSG00000099256	ortholog_one2one
ENSPANG00000037557		
ENSPANG00000004221		
ENSPANG00000029429	ENSG00000125864	ortholog_one2one
ENSPANG00000040955		
ENSPANG00000022744	ENSG00000095794	ortholog_one2one
ENSPANG00000049269		
ENSPANG00000009266		
ENSPANG00000021395		
ENSPANG00000040902		
ENSPANG00000002912	ENSG00000277846	ortholog_one2one
ENSPANG00000048713		
ENSPANG00000027063		
ENSPANG00000048624		
ENSPANG00000047283		
ENSPANG00000008814	ENSG00000175324	ortholog_one2one
ENSPANG00000031660		
ENSPANG00000001588		
ENSPANG00000008343	ENSG00000165434	ortholog_one2one
ENSPANG00000045409		
ENSPANG00000046070		
ENSPANG00000038343		
ENSPANG00000011806	ENSG00000182107	ortholog_one2one
ENSPANG00000042138		
ENSPANG00000045324		
ENSPANG00000003784		
ENSPANG00000039123		
ENSPANG00000048653		
ENSPANG00000042885		
ENSPANG00000037597		
ENSPANG00000038575		
ENSPANG00000019667	ENSG00000198270	ortholog_one2one
ENSPANG00000048617		
ENSPANG00000039986	ENSG00000183434	ortholog_one2one
ENSPANG00000043121		
ENSPANG00000030946		
ENSPANG00000049521		
ENSPANG00000017990	ENSG00000196150	ortholog_one2one
ENSPANG00000002477		
ENSPANG00000012080		
ENSPANG00000045403		
ENSPANG00000015192		
ENSPANG00000001577		
ENSPANG00000041165		
ENSPANG00000037913		
ENSPANG00000004864	ENSG00000177191	ortholog_one2one
ENSPANG00000014736	ENSG00000115009	ortholog_one2one
ENSPANG00000038804		
ENSPANG00000037454		
ENSPANG00000049548		
ENSPANG00000040028		
ENSPANG00000016537	ENSG00000179918	ortholog_one2one
ENSPANG00000037185	ENSG00000207634	ortholog_one2one
ENSPANG00000029461		
ENSPANG00000038037		
ENSPANG00000050212		
ENSPANG00000025896	ENSG00000167775	ortholog_one2one
ENSPANG00000004937		
ENSPANG00000050470		
ENSPANG00000038266		
ENSPANG00000025289		
ENSPANG00000042689		
ENSPANG00000003137		
ENSPANG00000003766	ENSG00000134588	ortholog_one2one
ENSPANG00000013349	ENSG00000172239	ortholog_one2one
ENSPANG00000042400		
ENSPANG00000010880	ENSG00000119820	ortholog_one2one
ENSPANG00000013107	ENSG00000166289	ortholog_one2one
ENSPANG00000040543	ENSG00000088053	ortholog_one2one
ENSPANG00000031526		
ENSPANG00000041652		
ENSPANG00000039420		
ENSPANG00000001148		
ENSPANG00000001011		
ENSPANG00000046431		
ENSPANG00000040650		
ENSPANG00000009536	ENSG00000115008	ortholog_one2one
ENSPANG00000047808		
ENSPANG00000012776	ENSG00000215966	ortholog_one2one
ENSPANG00000044992	ENSG00000176435	ortholog_one2one
ENSPANG00000041822		
ENSPANG00000051258		
ENSPANG00000041268		
ENSPANG00000047131		
ENSPANG00000018313		
ENSPANG00000042768		
ENSPANG00000016735	ENSG00000128250	ortholog_many2many
ENSPANG00000016735	ENSG00000128276	ortholog_many2many
ENSPANG00000020610	ENSG00000108370	ortholog_one2one
ENSPANG00000042316		
ENSPANG00000013729		
ENSPANG00000040368		
ENSPANG00000041844	ENSG00000223004	ortholog_one2one
ENSPANG00000045156		
ENSPANG00000039116		
ENSPANG00000047771		
ENSPANG00000009807	ENSG00000231824	ortholog_one2one
ENSPANG00000005840	ENSG00000265181	ortholog_one2one
ENSPANG00000015251	ENSG00000177485	ortholog_one2one
ENSPANG00000035135		
ENSPANG00000046795	ENSG00000226763	ortholog_one2one
ENSPANG00000021817	ENSG00000204021	ortholog_one2one
ENSPANG00000018593	ENSG00000156735	ortholog_one2one
ENSPANG00000049742		
ENSPANG00000006950	ENSG00000267200	ortholog_one2one
ENSPANG00000047581		
ENSPANG00000041734		
ENSPANG00000010073	ENSG00000155368	ortholog_one2one
ENSPANG00000040929		
ENSPANG00000049229	ENSG00000163217	ortholog_one2one
ENSPANG00000050746		
ENSPANG00000051426		
ENSPANG00000049958	ENSG00000137818	ortholog_one2many
ENSPANG00000048470		
ENSPANG00000038293		
ENSPANG00000027296		
ENSPANG00000013464	ENSG00000139874	ortholog_one2one
ENSPANG00000049647		
ENSPANG00000002931	ENSG00000123561	ortholog_one2one
ENSPANG00000021419	ENSG00000141699	ortholog_one2one
ENSPANG00000048495		
ENSPANG00000044227		
ENSPANG00000003038	ENSG00000278527	ortholog_one2one
ENSPANG00000009825		
ENSPANG00000008347	ENSG00000166800	ortholog_one2one
ENSPANG00000046806		
ENSPANG00000021801	ENSG00000284368	ortholog_one2one
ENSPANG00000051279		
ENSPANG00000041728		
ENSPANG00000004008	ENSG00000131042	ortholog_one2one
ENSPANG00000000398	ENSG00000018869	ortholog_one2one
ENSPANG00000023227	ENSG00000152767	ortholog_one2one
ENSPANG00000026173	ENSG00000278817	ortholog_one2many
ENSPANG00000026173	ENSG00000128185	ortholog_one2many
ENSPANG00000026173	ENSG00000183628	ortholog_one2many
ENSPANG00000008166		
ENSPANG00000016291	ENSG00000167194	ortholog_one2one
ENSPANG00000043052		
ENSPANG00000006042	ENSG00000162946	ortholog_one2one
ENSPANG00000008622	ENSG00000179104	ortholog_one2one
ENSPANG00000013572	ENSG00000273173	ortholog_one2one
ENSPANG00000044527		
ENSPANG00000002025	ENSG00000199161	ortholog_one2one
ENSPANG00000014442		
ENSPANG00000046088		
ENSPANG00000040399		
ENSPANG00000048910		
ENSPANG00000014303		
ENSPANG00000003850		
ENSPANG00000011232	ENSG00000156599	ortholog_one2one
ENSPANG00000042778		
ENSPANG00000002970	ENSG00000102230	ortholog_one2one
ENSPANG00000031763		
ENSPANG00000036221		
ENSPANG00000021241	ENSG00000125851	ortholog_one2one
ENSPANG00000007236	ENSG00000128791	ortholog_one2one
ENSPANG00000045912		
ENSPANG00000048101		
ENSPANG00000044931		
ENSPANG00000039881		
ENSPANG00000024656	ENSG00000207617	ortholog_one2one
ENSPANG00000050366		
ENSPANG00000051001		
ENSPANG00000006599	ENSG00000211514	ortholog_one2one
ENSPANG00000047298		
ENSPANG00000011721	ENSG00000100077	ortholog_one2one
ENSPANG00000039310		
ENSPANG00000010269	ENSG00000101901	ortholog_one2one
ENSPANG00000048971		
ENSPANG00000044982		
ENSPANG00000039152		
ENSPANG00000000064	ENSG00000212232	ortholog_one2one
ENSPANG00000047866		
ENSPANG00000019551	ENSG00000112799	ortholog_one2one
ENSPANG00000048823		
ENSPANG00000041974		
ENSPANG00000046263		
ENSPANG00000050682	ENSG00000180917	ortholog_one2one
ENSPANG00000048909	ENSG00000177689	ortholog_one2one
ENSPANG00000003675		
ENSPANG00000008081	ENSG00000160439	ortholog_one2one
ENSPANG00000001936	ENSG00000263764	ortholog_one2one
ENSPANG00000019393	ENSG00000176253	ortholog_one2one
ENSPANG00000004098		
ENSPANG00000050398		
ENSPANG00000034085	ENSG00000188334	ortholog_one2one
ENSPANG00000040530		
ENSPANG00000049973		
ENSPANG00000015428		
ENSPANG00000024967	ENSG00000087237	ortholog_one2one
ENSPANG00000041465		
ENSPANG00000050926		
ENSPANG00000046329		
ENSPANG00000022500	ENSG00000015532	ortholog_one2one
ENSPANG00000033036	ENSG00000181666	ortholog_one2one
ENSPANG00000019041	ENSG00000085788	ortholog_one2one
ENSPANG00000048255		
ENSPANG00000023219		
ENSPANG00000044573		
ENSPANG00000027011		
ENSPANG00000006065		
ENSPANG00000022162	ENSG00000099282	ortholog_one2one
ENSPANG00000045206		
ENSPANG00000038602		
ENSPANG00000037710		
ENSPANG00000033087	ENSG00000170906	ortholog_one2many
ENSPANG00000012499		
ENSPANG00000000328		
ENSPANG00000035906		
ENSPANG00000022509	ENSG00000151208	ortholog_one2one
ENSPANG00000002062	ENSG00000187808	ortholog_one2one
ENSPANG00000040710		
ENSPANG00000013707	ENSG00000209480	ortholog_one2one
ENSPANG00000023647	ENSG00000268940	ortholog_many2many
ENSPANG00000023647	ENSG00000270946	ortholog_many2many
ENSPANG00000023647	ENSG00000228836	ortholog_many2many
ENSPANG00000023647	ENSG00000271449	ortholog_many2many
ENSPANG00000023647	ENSG00000278289	ortholog_many2many
ENSPANG00000023647	ENSG00000269586	ortholog_many2many
ENSPANG00000023647	ENSG00000278085	ortholog_many2many
ENSPANG00000023647	ENSG00000273696	ortholog_many2many
ENSPANG00000023647	ENSG00000269096	ortholog_many2many
ENSPANG00000051156		
ENSPANG00000021713	ENSG00000168454	ortholog_one2one
ENSPANG00000039308		
ENSPANG00000001658	ENSG00000284565	ortholog_one2one
ENSPANG00000004127		
ENSPANG00000001930		
ENSPANG00000042521		
ENSPANG00000038474		
ENSPANG00000002706	ENSG00000207698	ortholog_one2one
ENSPANG00000049856		
ENSPANG00000014544	ENSG00000028116	ortholog_one2one
ENSPANG00000000399	ENSG00000198440	ortholog_one2one
ENSPANG00000008084	ENSG00000105568	ortholog_one2one
ENSPANG00000012932		
ENSPANG00000003209		
ENSPANG00000035234	ENSG00000173113	ortholog_one2many
ENSPANG00000040619		
ENSPANG00000003205	ENSG00000199053	ortholog_one2one
ENSPANG00000045649		
ENSPANG00000004305		
ENSPANG00000011568	ENSG00000154328	ortholog_one2one
ENSPANG00000013574	ENSG00000266964	ortholog_one2one
ENSPANG00000044294		
ENSPANG00000038378		
ENSPANG00000012455	ENSG00000209482	ortholog_one2one
ENSPANG00000008781	ENSG00000207609	ortholog_one2one
ENSPANG00000042473		
ENSPANG00000002728	ENSG00000110700	ortholog_one2one
ENSPANG00000051205		
ENSPANG00000013976		
ENSPANG00000049799		
ENSPANG00000024305	ENSG00000184979	ortholog_one2one
ENSPANG00000029658	ENSG00000189157	ortholog_one2one
ENSPANG00000032122		
ENSPANG00000040975		
ENSPANG00000026934	ENSG00000266297	ortholog_one2one
ENSPANG00000048945		
ENSPANG00000018137		
ENSPANG00000009293		
ENSPANG00000018935	ENSG00000140876	ortholog_one2one
ENSPANG00000002623	ENSG00000207563	ortholog_one2one
ENSPANG00000011614		
ENSPANG00000025898	ENSG00000090661	ortholog_one2one
ENSPANG00000021698	ENSG00000119917	ortholog_one2one
ENSPANG00000049850		
ENSPANG00000044929		
ENSPANG00000043128		
ENSPANG00000050894		
ENSPANG00000001911		
ENSPANG00000047340		
ENSPANG00000016545	ENSG00000111057	ortholog_one2many
ENSPANG00000031040	ENSG00000207008	ortholog_one2one
ENSPANG00000008472	ENSG00000017797	ortholog_one2one
ENSPANG00000042174		
ENSPANG00000042606		
ENSPANG00000006633		
ENSPANG00000043379		
ENSPANG00000002542		
ENSPANG00000019578	ENSG00000171055	ortholog_one2one
ENSPANG00000031563		
ENSPANG00000020365	ENSG00000176165	ortholog_one2one
ENSPANG00000038850		
ENSPANG00000020129	ENSG00000188385	ortholog_one2one
ENSPANG00000041716		
ENSPANG00000045872		
ENSPANG00000037220		
ENSPANG00000006529		
ENSPANG00000031647		
ENSPANG00000039066		
ENSPANG00000047461		
ENSPANG00000027119	ENSG00000284185	ortholog_one2one
ENSPANG00000030691	ENSG00000183978	ortholog_one2many
ENSPANG00000014006	ENSG00000160888	ortholog_one2one
ENSPANG00000038394		
ENSPANG00000045813		
ENSPANG00000039875		
ENSPANG00000048594		
ENSPANG00000046313		
ENSPANG00000046930		
ENSPANG00000039220	ENSG00000213903	ortholog_one2one
ENSPANG00000049740		
ENSPANG00000026772		
ENSPANG00000010358	ENSG00000165370	ortholog_one2one
ENSPANG00000012944	ENSG00000118160	ortholog_one2one
ENSPANG00000043965		
ENSPANG00000050964		
ENSPANG00000022770		
ENSPANG00000013937		
ENSPANG00000041698		
ENSPANG00000010514	ENSG00000267534	ortholog_one2one
ENSPANG00000019365	ENSG00000155719	ortholog_one2one
ENSPANG00000019865	ENSG00000064933	ortholog_one2one
ENSPANG00000050941		
ENSPANG00000006498	ENSG00000090013	ortholog_one2one
ENSPANG00000007755		
ENSPANG00000041070		
ENSPANG00000047953		
ENSPANG00000051133		
ENSPANG00000048223		
ENSPANG00000012925		
ENSPANG00000014049	ENSG00000153902	ortholog_one2one
ENSPANG00000039570		
ENSPANG00000015287	ENSG00000167522	ortholog_one2one
ENSPANG00000051218		
ENSPANG00000013749	ENSG00000160471	ortholog_one2one
ENSPANG00000019285		
ENSPANG00000038061		
ENSPANG00000013239		
ENSPANG00000050178		
ENSPANG00000041903		
ENSPANG00000029868		
ENSPANG00000042632	ENSG00000127529	ortholog_one2one
ENSPANG00000022636	ENSG00000108823	ortholog_one2one
ENSPANG00000027374		
ENSPANG00000040711		
ENSPANG00000044628		
ENSPANG00000037881		
ENSPANG00000040187		
ENSPANG00000042465		
ENSPANG00000049101		
ENSPANG00000050460		
ENSPANG00000042693	ENSG00000137876	ortholog_one2many
ENSPANG00000020916	ENSG00000042062	ortholog_one2one
ENSPANG00000010017	ENSG00000111652	ortholog_one2one
ENSPANG00000003476		
ENSPANG00000049491		
ENSPANG00000038194	ENSG00000183741	ortholog_one2one
ENSPANG00000012272	ENSG00000284027	ortholog_one2one
ENSPANG00000040113		
ENSPANG00000033496	ENSG00000174460	ortholog_one2one
ENSPANG00000040017		
ENSPANG00000007674		
ENSPANG00000045869		
ENSPANG00000022561	ENSG00000183785	ortholog_one2one
ENSPANG00000032393		
ENSPANG00000040998		
ENSPANG00000026986		
ENSPANG00000037519		
ENSPANG00000003901	ENSG00000171873	ortholog_one2one
ENSPANG00000004294		
ENSPANG00000003665		
ENSPANG00000003487	ENSG00000184602	ortholog_one2one
ENSPANG00000021185		
ENSPANG00000048047		
ENSPANG00000038397		
ENSPANG00000002321		
ENSPANG00000038914		
ENSPANG00000000390		
ENSPANG00000045779		
ENSPANG00000020658	ENSG00000147262	ortholog_one2one
ENSPANG00000032546		
ENSPANG00000044396		
ENSPANG00000025029		
ENSPANG00000051167		
ENSPANG00000007470	ENSG00000156603	ortholog_one2one
ENSPANG00000021709	ENSG00000148680	ortholog_one2one
ENSPANG00000029973	ENSG00000204740	ortholog_one2one
ENSPANG00000040354		
ENSPANG00000034012	ENSG00000086205	ortholog_one2one
ENSPANG00000051108		
ENSPANG00000027136		
ENSPANG00000046584		
ENSPANG00000016355	ENSG00000174939	ortholog_one2one
ENSPANG00000029945		
ENSPANG00000026971	ENSG00000284353	ortholog_one2one
ENSPANG00000000526	ENSG00000185338	ortholog_one2one
ENSPANG00000010750	ENSG00000169679	ortholog_one2one
ENSPANG00000039645		
ENSPANG00000021118	ENSG00000130592	ortholog_one2one
ENSPANG00000026264		
ENSPANG00000024511	ENSG00000007952	ortholog_one2one
ENSPANG00000023071	ENSG00000133392	ortholog_one2one
ENSPANG00000006840		
ENSPANG00000043643		
ENSPANG00000014931		
ENSPANG00000001514	ENSG00000207864	ortholog_one2one
ENSPANG00000038779		
ENSPANG00000037467	ENSG00000282419	ortholog_one2one
ENSPANG00000048951		
ENSPANG00000007131	ENSG00000132549	ortholog_one2one
ENSPANG00000007279	ENSG00000081665	ortholog_one2one
ENSPANG00000027418		
ENSPANG00000000846		
ENSPANG00000031661		
ENSPANG00000007942	ENSG00000142273	ortholog_one2one
ENSPANG00000038342		
ENSPANG00000038539		
ENSPANG00000046530		
ENSPANG00000004456	ENSG00000215939	ortholog_one2one
ENSPANG00000001954		
ENSPANG00000011131	ENSG00000182108	ortholog_one2one
ENSPANG00000047500		
ENSPANG00000041631		
ENSPANG00000040862		
ENSPANG00000045763		
ENSPANG00000012265	ENSG00000089693	ortholog_one2one
ENSPANG00000035638	ENSG00000161277	ortholog_one2one
ENSPANG00000044538		
ENSPANG00000037294		
ENSPANG00000009528	ENSG00000183779	ortholog_one2one
ENSPANG00000037219		
ENSPANG00000014936		
ENSPANG00000002525	ENSG00000142552	ortholog_one2one
ENSPANG00000009016	ENSG00000138073	ortholog_one2one
ENSPANG00000041100		
ENSPANG00000011720	ENSG00000100280	ortholog_one2one
ENSPANG00000008212		
ENSPANG00000014632		
ENSPANG00000032751		
ENSPANG00000024905	ENSG00000196781	ortholog_one2one
ENSPANG00000045949		
ENSPANG00000007381	ENSG00000137818	ortholog_one2many
ENSPANG00000043095		
ENSPANG00000023326		
ENSPANG00000049285		
ENSPANG00000021354	ENSG00000131096	ortholog_one2one
ENSPANG00000041051		
ENSPANG00000050612		
ENSPANG00000023003	ENSG00000092871	ortholog_one2one
ENSPANG00000000967		
ENSPANG00000021939	ENSG00000141401	ortholog_one2one
ENSPANG00000039613	ENSG00000255524	ortholog_one2many
ENSPANG00000039613	ENSG00000183793	ortholog_one2many
ENSPANG00000039613	ENSG00000169246	ortholog_one2many
ENSPANG00000039613	ENSG00000198064	ortholog_one2many
ENSPANG00000039613	ENSG00000198156	ortholog_one2many
ENSPANG00000039613	ENSG00000185864	ortholog_one2many
ENSPANG00000039613	ENSG00000224712	ortholog_one2many
ENSPANG00000039613	ENSG00000183426	ortholog_one2many
ENSPANG00000039613	ENSG00000196436	ortholog_one2many
ENSPANG00000039613	ENSG00000233232	ortholog_one2many
ENSPANG00000039613	ENSG00000254852	ortholog_one2many
ENSPANG00000039613	ENSG00000243716	ortholog_one2many
ENSPANG00000039613	ENSG00000234719	ortholog_one2many
ENSPANG00000039613	ENSG00000214940	ortholog_one2many
ENSPANG00000039613	ENSG00000254206	ortholog_one2many
ENSPANG00000039613	ENSG00000214967	ortholog_one2many
ENSPANG00000039613	ENSG00000183889	ortholog_one2many
ENSPANG00000039613	ENSG00000169203	ortholog_one2many
ENSPANG00000039613	ENSG00000233024	ortholog_one2many
ENSPANG00000039613	ENSG00000196993	ortholog_one2many
ENSPANG00000007302	ENSG00000221977	ortholog_one2one
ENSPANG00000038623		
ENSPANG00000035389	ENSG00000238917	ortholog_one2one
ENSPANG00000003976	ENSG00000131620	ortholog_one2one
ENSPANG00000004117	ENSG00000198046	ortholog_one2one
ENSPANG00000040153		
ENSPANG00000037488		
ENSPANG00000042551		
ENSPANG00000045538	ENSG00000144381	ortholog_one2many
ENSPANG00000002656		
ENSPANG00000045199		
ENSPANG00000048510		
ENSPANG00000046193		
ENSPANG00000045778		
ENSPANG00000015491		
ENSPANG00000019637	ENSG00000215193	ortholog_one2one
ENSPANG00000038294		
ENSPANG00000023577	ENSG00000153046	ortholog_one2one
ENSPANG00000013734	ENSG00000264399	ortholog_one2one
ENSPANG00000002926	ENSG00000155966	ortholog_one2one
ENSPANG00000050308		
ENSPANG00000044463		
ENSPANG00000051139		
ENSPANG00000023395	ENSG00000181192	ortholog_one2one
ENSPANG00000009943	ENSG00000184304	ortholog_one2one
ENSPANG00000049672		
ENSPANG00000050149		
ENSPANG00000040587		
ENSPANG00000016656	ENSG00000165905	ortholog_one2one
ENSPANG00000048563		
ENSPANG00000003506	ENSG00000267195	ortholog_one2one
ENSPANG00000037095	ENSG00000241468	ortholog_one2many
ENSPANG00000049311		
ENSPANG00000026062		
ENSPANG00000044940		
ENSPANG00000038964		
ENSPANG00000015620	ENSG00000089356	ortholog_one2one
ENSPANG00000017372	ENSG00000067992	ortholog_one2one
ENSPANG00000033140	ENSG00000102245	ortholog_one2one
ENSPANG00000014414	ENSG00000211592	ortholog_one2one
ENSPANG00000003749	ENSG00000283819	ortholog_one2one
ENSPANG00000016981	ENSG00000169427	ortholog_one2one
ENSPANG00000046742		
ENSPANG00000044616		
ENSPANG00000035569	ENSG00000196372	ortholog_one2one
ENSPANG00000047157		
ENSPANG00000040227	ENSG00000275249	ortholog_one2many
ENSPANG00000040227	ENSG00000274102	ortholog_one2many
ENSPANG00000040227	ENSG00000176299	ortholog_one2many
ENSPANG00000040227	ENSG00000182974	ortholog_one2many
ENSPANG00000014491		
ENSPANG00000046221		
ENSPANG00000041685		
ENSPANG00000014709		
ENSPANG00000038860		
ENSPANG00000007805	ENSG00000169562	ortholog_one2one
ENSPANG00000001345		
ENSPANG00000049855		
ENSPANG00000016384	ENSG00000162244	ortholog_one2one
ENSPANG00000007444	ENSG00000211599	ortholog_one2many
ENSPANG00000041649		
ENSPANG00000045925	ENSG00000279408	ortholog_one2many
ENSPANG00000045925	ENSG00000183706	ortholog_one2many
ENSPANG00000045925	ENSG00000274792	ortholog_one2many
ENSPANG00000004431		
ENSPANG00000042478		
ENSPANG00000017432		
ENSPANG00000037877		
ENSPANG00000043822		
ENSPANG00000049747		
ENSPANG00000037487	ENSG00000196357	ortholog_one2many
ENSPANG00000038009		
ENSPANG00000025006	ENSG00000221890	ortholog_one2one
ENSPANG00000001015		
ENSPANG00000000379	ENSG00000105270	ortholog_one2one
ENSPANG00000046404		
ENSPANG00000006732		
ENSPANG00000013841		
ENSPANG00000016634	ENSG00000196263	ortholog_one2one
ENSPANG00000041096	ENSG00000132475	ortholog_one2many
ENSPANG00000008880	ENSG00000244482	ortholog_many2many
ENSPANG00000008880	ENSG00000204577	ortholog_many2many
ENSPANG00000043801		
ENSPANG00000031110		
ENSPANG00000048625		
ENSPANG00000006296		
ENSPANG00000049425	ENSG00000172992	ortholog_one2one
ENSPANG00000048009		
ENSPANG00000049111		
ENSPANG00000010587		
ENSPANG00000049919		
ENSPANG00000048471		
ENSPANG00000020389	ENSG00000165972	ortholog_one2one
ENSPANG00000001486		
ENSPANG00000032512	ENSG00000205730	ortholog_one2one
ENSPANG00000005099	ENSG00000116668	ortholog_one2one
ENSPANG00000018568	ENSG00000165762	ortholog_one2one
ENSPANG00000000302		
ENSPANG00000004401		
ENSPANG00000003200	ENSG00000130724	ortholog_one2one
ENSPANG00000020560	ENSG00000124214	ortholog_one2one
ENSPANG00000038090		
ENSPANG00000013534		
ENSPANG00000023783	ENSG00000186912	ortholog_one2one
ENSPANG00000021448	ENSG00000033627	ortholog_one2one
ENSPANG00000050617	ENSG00000089505	ortholog_one2one
ENSPANG00000017998	ENSG00000168925	ortholog_many2many
ENSPANG00000017998	ENSG00000168928	ortholog_many2many
ENSPANG00000021200	ENSG00000185158	ortholog_one2many
ENSPANG00000021200	ENSG00000238083	ortholog_one2many
ENSPANG00000021200	ENSG00000176809	ortholog_one2many
ENSPANG00000021200	ENSG00000176681	ortholog_one2many
ENSPANG00000037060		
ENSPANG00000037716		
ENSPANG00000004289		
ENSPANG00000008724		
ENSPANG00000026910		
ENSPANG00000004662		
ENSPANG00000041776		
ENSPANG00000044943	ENSG00000176281	ortholog_one2one
ENSPANG00000045891		
ENSPANG00000031798	ENSG00000136488	ortholog_many2many
ENSPANG00000031798	ENSG00000213218	ortholog_many2many
ENSPANG00000031798	ENSG00000204414	ortholog_many2many
ENSPANG00000048484		
ENSPANG00000021607	ENSG00000162062	ortholog_one2one
ENSPANG00000043838		
ENSPANG00000024155	ENSG00000170631	ortholog_one2one
ENSPANG00000038929	ENSG00000214513	ortholog_one2one
ENSPANG00000008010		
ENSPANG00000038299		
ENSPANG00000042468		
ENSPANG00000044556		
ENSPANG00000004675	ENSG00000177889	ortholog_one2many
ENSPANG00000045605		
ENSPANG00000005599	ENSG00000137634	ortholog_one2one
ENSPANG00000005006	ENSG00000088179	ortholog_one2one
ENSPANG00000047643	ENSG00000232593	ortholog_one2one
ENSPANG00000051422		
ENSPANG00000001090		
ENSPANG00000050392		
ENSPANG00000044453		
ENSPANG00000023295	ENSG00000185267	ortholog_one2one
ENSPANG00000046956		
ENSPANG00000041103		
ENSPANG00000024792	ENSG00000169488	ortholog_one2one
ENSPANG00000009882		
ENSPANG00000049296	ENSG00000139344	ortholog_one2one
ENSPANG00000048899		
ENSPANG00000023981	ENSG00000100348	ortholog_one2one
ENSPANG00000015037	ENSG00000187556	ortholog_one2one
ENSPANG00000001343		
ENSPANG00000010619		
ENSPANG00000051285		
ENSPANG00000050573	ENSG00000127530	ortholog_one2one
ENSPANG00000048104		
ENSPANG00000040699		
ENSPANG00000038403		
ENSPANG00000044627	ENSG00000118600	ortholog_one2one
ENSPANG00000018368	ENSG00000118162	ortholog_one2one
ENSPANG00000038458		
ENSPANG00000046043		
ENSPANG00000046042		
ENSPANG00000015508		
ENSPANG00000047044		
ENSPANG00000023031	ENSG00000006042	ortholog_one2one
ENSPANG00000010770	ENSG00000100300	ortholog_one2one
ENSPANG00000050303		
ENSPANG00000039819		
ENSPANG00000049249		
ENSPANG00000040607	ENSG00000118804	ortholog_one2one
ENSPANG00000039291		
ENSPANG00000018727	ENSG00000171223	ortholog_one2one
ENSPANG00000011999		
ENSPANG00000017787		
ENSPANG00000039994		
ENSPANG00000047041		
ENSPANG00000031090	ENSG00000164919	ortholog_one2one
ENSPANG00000025133	ENSG00000135709	ortholog_one2one
ENSPANG00000038658		
ENSPANG00000038765		
ENSPANG00000032080		
ENSPANG00000003387	ENSG00000089248	ortholog_one2one
ENSPANG00000042018		
ENSPANG00000014196	ENSG00000165061	ortholog_one2one
ENSPANG00000005333		
ENSPANG00000008773		
ENSPANG00000021497	ENSG00000115392	ortholog_one2one
ENSPANG00000017774	ENSG00000051108	ortholog_one2one
ENSPANG00000041208		
ENSPANG00000038229		
ENSPANG00000026352	ENSG00000170855	ortholog_one2one
ENSPANG00000048025		
ENSPANG00000045188	ENSG00000143867	ortholog_one2one
ENSPANG00000037538		
ENSPANG00000026732		
ENSPANG00000043804		
ENSPANG00000039991	ENSG00000094661	ortholog_one2one
ENSPANG00000038365		
ENSPANG00000036911		
ENSPANG00000038484		
ENSPANG00000024198	ENSG00000173020	ortholog_one2one
ENSPANG00000038122		
ENSPANG00000049531		
ENSPANG00000014326	ENSG00000182810	ortholog_one2one
ENSPANG00000011804	ENSG00000184194	ortholog_one2one
ENSPANG00000046844		
ENSPANG00000051174		
ENSPANG00000050309		
ENSPANG00000032212	ENSG00000284491	ortholog_one2one
ENSPANG00000019645	ENSG00000179933	ortholog_one2one
ENSPANG00000037990		
ENSPANG00000006869	ENSG00000147676	ortholog_one2one
ENSPANG00000024418	ENSG00000169136	ortholog_one2one
ENSPANG00000030115	ENSG00000182077	ortholog_one2one
ENSPANG00000047226		
